     0.684E-02     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.262E-01     0.652E-37
     0.304E-01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.256E-01     0.323E-85
     0.296E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.223E-01     0.132-258
     0.567E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.165E-01     0.127E-75
     0.735E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.147E-01     0.693-309
     0.835E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.197E-01     0.000E+00
     0.845E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.270E-01     0.494-322
     0.857E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.000E+00     0.245E-01     0.156-258
     0.833E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.129E-01     0.127E-75
     0.779E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.128E-01     0.392+180
     0.663E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.227E-01     0.200E-51
     0.798E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.148E-01     0.503E-85
     0.970E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.100E-07     0.140-258
     0.100E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.100E-07     0.127E-75
     0.982E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.100E-07     0.693-309
     0.922E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E-07     0.000E+00
     0.766E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E-07     0.494-322
     0.618E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E-07     0.140-258
     0.546E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.100E-07     0.127E-75
     0.443E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E+01     0.000E+00     0.000E+00     0.000E+00     0.000E+00     0.100E-07     0.295+180
