           1           1           1           0           0
           2           1           1           0           0
           3           1           1           0           0
           4           1           1           0           0
           5           1           1           0           0
           6           1           1           0           0
           7           1           1           0           0
           8           1           1           0           0
           9           1           1           0           0
          10           1           1           0           0
          11           1           1           0           0
          12           1           1           0           0
          13           1           1           0           0
          14           1           1           0           0
          15           1           1           0           0
          16           1           1           0           0
          17           1           1           0           0
          18           1           1           0           0
          19           1           1           0           0
          20           1           1           0           0
          21           1           1           0           0
          22           1           1           0           0
          23           1           1           0           0
          24           1           1           0           0
          25           1           1           0           0
          26           1           1           0           0
          27           1           1           0           0
          28           1           1           0           0
          29           1           1           0           0
          30           1           1           0           0
          31           1           1           0           0
          32           1           1           0           0
          33           2           1           0           0
          34           2           1           0           0
          35           2           1           0           0
          36           2           1           0           0
          37           2           1           0           0
          38           2           1           0           0
          39           2           1           0           0
          40           2           1           0           0
          41           2           1           0           0
          42           2           1           0           0
          43           2           1           0           0
          44           2           1           0           0
          45           2           1           0           0
          46           2           1           0           0
          47           2           1           0           0
          48           2           1           0           0
          49           2           1           0           0
          50           2           1           0           0
          51           2           1           0           0
          52           2           1           0           0
          53           2           1           0           0
          54           2           1           0           0
          55           2           1           0           0
          56           2           1           0           0
          57           2           1           0           0
          58           2           1           0           0
          59           2           1           0           0
          60           2           1           0           0
          61           2           1           0           0
          62           2           1           0           0
          63           2           1           0           0
          64           2           1           0           0
          65           3           0           0           1
          66           3           0           0           1
          67           3           0           0           1
          68           3           0           0           1
          69           3           0           0           1
          70           3           0           0           1
          71           3           0           0           1
          72           3           0           0           1
          73           3           0           0           1
          74           3           0           0           1
          75           3           0           0           1
          76           3           0           0           1
          77           3           0           0           1
          78           3           0           0           1
          79           3           0           0           1
          80           3           0           0           1
          81           3           0           0           1
          82           3           0           0           1
          83           3           0           0           1
          84           3           0           0           1
          85           3           0           0           1
          86           3           0           0           1
          87           3           0           0           1
          88           3           0           0           1
          89           3           0           0           1
          90           3           0           0           1
          91           3           0           0           1
          92           3           0           0           1
          93           3           0           0           1
          94           3           0           0           1
          95           3           0           0           1
          96           3           0           0           1
          97           4           0           0           1
          98           4           0           0           1
          99           4           0           0           1
         100           4           0           0           1
         101           4           0           0           1
         102           4           0           0           1
         103           4           0           0           1
         104           4           0           0           1
         105           4           0           0           1
         106           4           0           0           1
         107           4           0           0           1
         108           4           0           0           1
         109           4           0           0           1
         110           4           0           0           1
         111           4           0           0           1
         112           4           0           0           1
         113           4           0           0           1
         114           4           0           0           1
         115           4           0           0           1
         116           4           0           0           1
         117           4           0           0           1
         118           4           0           0           1
         119           4           0           0           1
         120           4           0           0           1
         121           4           0           0           1
         122           4           0           0           1
         123           4           0           0           1
         124           4           0           0           1
         125           4           0           0           1
         126           4           0           0           1
         127           4           0           0           1
         128           4           0           0           1
         129           5           0           0           1
         130           5           0           0           1
         131           5           0           0           1
         132           5           0           0           1
         133           5           0           0           1
         134           5           0           0           1
         135           5           0           0           1
         136           5           0           0           1
         137           5           0           0           1
         138           5           0           0           1
         139           5           0           0           1
         140           5           0           0           1
         141           5           0           0           1
         142           5           0           0           1
         143           5           0           0           1
         144           5           0           0           1
         145           5           0           0           1
         146           5           0           0           1
         147           5           0           0           1
         148           5           0           0           1
         149           5           0           0           1
         150           5           0           0           1
         151           5           0           0           1
         152           5           0           0           1
         153           5           0           0           1
         154           5           0           0           1
         155           5           0           0           1
         156           5           0           0           1
         157           5           0           0           1
         158           5           0           0           1
         159           5           0           0           1
         160           5           0           0           1
         161           6           0           0           1
         162           6           0           0           1
         163           6           0           0           1
         164           6           0           0           1
         165           6           0           0           1
         166           6           0           0           1
         167           6           0           0           1
         168           6           0           0           1
         169           6           0           0           1
         170           6           0           0           1
         171           6           0           0           1
         172           6           0           0           1
         173           6           0           0           1
         174           6           0           0           1
         175           6           0           0           1
         176           6           0           0           1
         177           6           0           0           1
         178           6           0           0           1
         179           6           0           0           1
         180           6           0           0           1
         181           6           0           0           1
         182           6           0           0           1
         183           6           0           0           1
         184           6           0           0           1
         185           6           0           0           1
         186           6           0           0           1
         187           6           0           0           1
         188           6           0           0           1
         189           6           0           0           1
         190           6           0           0           1
         191           6           0           0           1
         192           6           0           0           1
         193           7           0           0           1
         194           7           0           0           1
         195           7           0           0           1
         196           7           0           0           1
         197           7           0           0           1
         198           7           0           0           1
         199           7           0           0           1
         200           7           0           0           1
         201           7           0           0           1
         202           7           0           0           1
         203           7           0           0           1
         204           7           0           0           1
         205           7           0           0           1
         206           7           0           0           1
         207           7           0           0           1
         208           7           0           0           1
         209           7           0           0           1
         210           7           0           0           1
         211           7           0           0           1
         212           7           0           0           1
         213           7           0           0           1
         214           7           0           0           1
         215           7           0           0           1
         216           7           0           0           1
         217           7           0           0           1
         218           7           0           0           1
         219           7           0           0           1
         220           7           0           0           1
         221           7           0           0           1
         222           7           0           0           1
         223           7           0           0           1
         224           7           0           0           1
         225           8           0           0           1
         226           8           0           0           1
         227           8           0           0           1
         228           8           0           0           1
         229           8           0           0           1
         230           8           0           0           1
         231           8           0           0           1
         232           8           0           0           1
         233           8           0           0           1
         234           8           0           0           1
         235           8           0           0           1
         236           8           0           0           1
         237           8           0           0           1
         238           8           0           0           1
         239           8           0           0           1
         240           8           0           0           1
         241           8           0           0           1
         242           8           0           0           1
         243           8           0           0           1
         244           8           0           0           1
         245           8           0           0           1
         246           8           0           0           1
         247           8           0           0           1
         248           8           0           0           1
         249           8           0           0           1
         250           8           0           0           1
         251           8           0           0           1
         252           8           0           0           1
         253           8           0           0           1
         254           8           0           0           1
         255           8           0           0           1
         256           8           0           0           1
         257           9           0           0           1
         258           9           0           0           1
         259           9           0           0           1
         260           9           0           0           1
         261           9           0           0           1
         262           9           0           0           1
         263           9           0           0           1
         264           9           0           0           1
         265           9           0           0           1
         266           9           0           0           1
         267           9           0           0           1
         268           9           0           0           1
         269           9           0           0           1
         270           9           0           0           1
         271           9           0           0           1
         272           9           0           0           1
         273           9           0           0           1
         274           9           0           0           1
         275           9           0           0           1
         276           9           0           0           1
         277           9           0           0           1
         278           9           0           0           1
         279           9           0           0           1
         280           9           0           0           1
         281           9           0           0           1
         282           9           0           0           1
         283           9           0           0           1
         284           9           0           0           1
         285           9           0           0           1
         286           9           0           0           1
         287           9           0           0           1
         288           9           0           0           1
         289          10           1           0           0
         290          10           1           0           0
         291          10           1           0           0
         292          10           1           0           0
         293          10           1           0           0
         294          10           1           0           0
         295          10           1           0           0
         296          10           1           0           0
         297          10           1           0           0
         298          10           1           0           0
         299          10           1           0           0
         300          10           1           0           0
         301          10           1           0           0
         302          10           1           0           0
         303          10           1           0           0
         304          10           1           0           0
         305          10           1           0           0
         306          10           1           0           0
         307          10           1           0           0
         308          10           1           0           0
         309          10           1           0           0
         310          10           1           0           0
         311          10           1           0           0
         312          10           1           0           0
         313          10           1           0           0
         314          10           1           0           0
         315          10           1           0           0
         316          10           1           0           0
         317          10           1           0           0
         318          10           1           0           0
         319          10           1           0           0
         320          10           1           0           0
         321          11           1           0           0
         322          11           1           0           0
         323          11           1           0           0
         324          11           1           0           0
         325          11           1           0           0
         326          11           1           0           0
         327          11           1           0           0
         328          11           1           0           0
         329          11           1           0           0
         330          11           1           0           0
         331          11           1           0           0
         332          11           1           0           0
         333          11           1           0           0
         334          11           1           0           0
         335          11           1           0           0
         336          11           1           0           0
         337          11           1           0           0
         338          11           1           0           0
         339          11           1           0           0
         340          11           1           0           0
         341          11           1           0           0
         342          11           1           0           0
         343          11           1           0           0
         344          11           1           0           0
         345          11           1           0           0
         346          11           1           0           0
         347          11           1           0           0
         348          11           1           0           0
         349          11           1           0           0
         350          11           1           0           0
         351          11           1           0           0
         352          11           1           0           0
         353          12           0           0           1
         354          12           0           0           1
         355          12           0           0           1
         356          12           0           0           1
         357          12           0           0           1
         358          12           0           0           1
         359          12           0           0           1
         360          12           0           0           1
         361          12           0           0           1
         362          12           0           0           1
         363          12           0           0           1
         364          12           0           0           1
         365          12           0           0           1
         366          12           0           0           1
         367          12           0           0           1
         368          12           0           0           1
         369          12           0           0           1
         370          12           0           0           1
         371          12           0           0           1
         372          12           0           0           1
         373          12           0           0           1
         374          12           0           0           1
         375          12           0           0           1
         376          12           0           0           1
         377          12           0           0           1
         378          12           0           0           1
         379          12           0           0           1
         380          12           0           0           1
         381          12           0           0           1
         382          12           0           0           1
         383          12           0           0           1
         384          12           0           0           1
         385          13           0           0           1
