 2     0.460E+00     0.100E+01    -0.464E+00
 1     0.540E+00    -0.386E-01     0.498E+00
 3     0.200E+00     0.331E+00     0.470E+00
 3    -0.114E+00     0.675E-01     0.105E+01
 3     0.193E+00     0.685E-01     0.740E+00
 2    -0.409E-03     0.602E+00     0.399E+00
 2     0.166E+00     0.605E+00     0.229E+00
 1     0.928E+00    -0.303E+00     0.376E+00
 1     0.114E+01    -0.181E+00     0.430E-01
 1     0.582E+00    -0.143E+00     0.561E+00
 2     0.408E-01     0.615E+00     0.344E+00
 2     0.203E+00     0.477E+00     0.319E+00
 1     0.668E+00     0.364E-01     0.296E+00
 3    -0.285E+00     0.145E+00     0.114E+01
 1     0.121E+01    -0.168E+00    -0.386E-01
 1     0.119E+01    -0.133E+00    -0.578E-01
 2    -0.809E-02     0.107E+01    -0.621E-01
 2    -0.156E+00     0.958E+00     0.198E+00
 2     0.296E+00     0.626E+00     0.784E-01
 1     0.743E+00     0.169E+00     0.881E-01
 1     0.719E+00     0.853E-01     0.195E+00
 3    -0.512E-01     0.294E+00     0.757E+00
 1     0.734E+00    -0.175E-01     0.284E+00
 1     0.165E+01    -0.165E+00    -0.486E+00
 1     0.973E+00    -0.253E+00     0.280E+00
 1     0.111E+01    -0.421E-01    -0.677E-01
 1     0.736E+00    -0.139E+00     0.402E+00
 2     0.168E+00     0.138E+01    -0.548E+00
 3     0.438E+00     0.737E-01     0.488E+00
 1     0.927E+00     0.251E+00    -0.177E+00
 3    -0.929E-01    -0.286E+00     0.138E+01
 3     0.431E+00     0.131E+00     0.438E+00
 1     0.942E+00    -0.654E-01     0.123E+00
 1     0.692E+00     0.295E+00     0.130E-01
 1     0.681E+00    -0.153E+00     0.472E+00
 3    -0.239E+00     0.605E+00     0.633E+00
 2     0.258E-01     0.722E+00     0.252E+00
 3     0.331E-02     0.654E-01     0.932E+00
 1     0.933E+00     0.166E+00    -0.986E-01
 2    -0.627E-01     0.609E+00     0.455E+00
 2     0.189E+00     0.932E+00    -0.120E+00
 3    -0.261E-02     0.109E+00     0.893E+00
 2    -0.444E-02     0.794E+00     0.210E+00
 3     0.330E+00     0.168E+00     0.502E+00
